Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
47,Happier,Marshmello,73382,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,6,6,au,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
48,Suge,DaBaby,72608,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2019,6,6,au,0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320,4
49,wish you were gay,Billie Eilish,71012,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,2019,6,6,au,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4
50,Be Alright,Dean Lewis,70459,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2019,6,6,au,0.551,0.537,11,-7.595,1,0.034,0.705,0,0.0802,0.493,126.421,196493,4
51,Without Me,Halsey,63871,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,6,6,au,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
52,Youngblood,5 Seconds of Summer,63432,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2019,6,6,au,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4
53,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,61861,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019,6,6,au,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189487,4
54,Falling Like The Stars,James Arthur,58629,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY,2019,6,6,au,0.296,0.351,6,-9.538,1,0.0351,0.823,1.5e-06,0.11,0.19,177.596,212720,3
55,MIDDLE CHILD,J. Cole,57915,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019,6,6,au,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4
56,Isis,Joyner Lucas,57310,https://open.spotify.com/track/36TO60sxDduIsO3xH8IcUh,2019,6,6,au,0.918,0.837,1,-6.792,1,0.255,0.234,0,0.227,0.855,120.017,236000,4
57,Sweet but Psycho,Ava Max,56371,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019,6,6,au,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4
58,Dancing With A Stranger (with Normani),Sam Smith,56097,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019,6,6,au,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,4
59,Good Lord,Birds Of Tokyo,55676,https://open.spotify.com/track/6eYbHXkYM5m3Eg6WJzU3NW,2019,6,6,au,0.578,0.696,0,-4.916,1,0.0392,0.00615,0,0.346,0.226,78.012,203267,4
60,Pop Out (feat. Lil Tjay),Polo G,54202,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi,2019,6,6,au,0.861,0.621,1,-7.106,1,0.362,0.121,0,0.0689,0.254,83.976,166640,4
61,SICKO MODE,Travis Scott,54160,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2019,6,6,au,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4
62,Mess Her Up - Single Edit,Amy Shark,53677,https://open.spotify.com/track/3TZgPOKPqzvj2pS4AeGTAu,2019,6,6,au,0.605,0.816,7,-4.475,1,0.0432,0.0363,0.000744,0.125,0.285,160.05,205671,4
63,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,53327,https://open.spotify.com/track/4Y0TtDriFlN3XZoQx6PYsu,2019,6,6,au,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196188,4
64,Walk Me Home,P!nk,53003,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo,2019,6,6,au,0.652,0.453,1,-6.119,1,0.0445,0.0519,0,0.179,0.432,88.038,177391,3
65,Better Now,Post Malone,52898,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,6,6,au,0.68,0.563,10,-5.843,1,0.0454,0.354,0,0.136,0.374,145.028,231267,4
66,Waiting,KIAN,51997,https://open.spotify.com/track/0TBFJanfWaByPIi3f7RR82,2019,6,6,au,0.787,0.448,4,-7.671,0,0.0508,0.372,0,0.0779,0.471,138.03,215653,4
