,Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,Age on Chart
44,45,Bu Gece,Ceg,26353,https://open.spotify.com/track/2DTLzghmLMDNvTYe67ffuD,2019,1,1,tr,0
45,46,Sarmaşık,Mabel Matiz,26074,https://open.spotify.com/track/4AwMlBuqRr4wF1l4UqyJkg,2019,1,1,tr,0
46,47,lovely,Billie Eilish,25817,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,2019,1,1,tr,0
47,48,Aşk Bitsin,Buray,25780,https://open.spotify.com/track/7KwJ77WnVmphcdSDtIHe47,2019,1,1,tr,0
48,49,Suspus,Ceza,25240,https://open.spotify.com/track/1JvUmKSl9Mg6mQnmbjLYyz,2019,1,1,tr,0
49,50,Thunderclouds,Sia,25151,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,2019,1,1,tr,0
50,51,Bazen (feat. Emel),Ezhel,25032,https://open.spotify.com/track/6qkXhA5mVvG1DLyliRS1Yf,2019,1,1,tr,0
51,52,A Canım,Mabel Matiz,24806,https://open.spotify.com/track/6GxaMyQYnqqASQKNYY4Tub,2019,1,1,tr,0
52,53,Güzelliğine,Edis,24705,https://open.spotify.com/track/69J8H2ujqGkJ4KSqp2YpRu,2019,1,1,tr,0
53,54,Sensiz Ben Ne Olayım,Yalın,24639,https://open.spotify.com/track/7lxdCKq3vq2r9vVTdSUTk7,2019,1,1,tr,0
54,55,Uyan,Velet,24478,https://open.spotify.com/track/5jpgdY7oK3z09QCLZwPM3o,2019,1,1,tr,0
55,56,Şehrimin Tadı,Ezhel,24191,https://open.spotify.com/track/5JaXKUIcNxwSuUyD4CsphL,2019,1,1,tr,0
56,57,Nilüfer,Müslüm Gürses,23620,https://open.spotify.com/track/3yYHAwO4K7AYGyPCsObCtl,2019,1,1,tr,0
57,58,Sıfır Sıkıntı,Istanbul Trip,23182,https://open.spotify.com/track/2gCZGzOm3XP7WlQH0IzmYX,2019,1,1,tr,0
58,59,Heyecanı Yok,Gazapizm,23051,https://open.spotify.com/track/4sa0pXDdQkBZ1r5NZWQJyV,2019,1,1,tr,0
59,60,"thank u, next",Ariana Grande,23002,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2019,1,1,tr,0
60,61,Solo (feat. Demi Lovato),Clean Bandit,22829,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,2019,1,1,tr,0
61,62,Salla,Aynur Aydın,22684,https://open.spotify.com/track/529wAW5scRR1yMBD3nGnqF,2019,1,1,tr,0
62,63,Legal,Khontkar,21992,https://open.spotify.com/track/6z9vDgzUUYTdvIikaMIEVt,2019,1,1,tr,0
63,64,Kabahat Bende,Buray,21829,https://open.spotify.com/track/3UgBLWFgadLahNGxTDYG2d,2019,1,1,tr,0
64,65,Bodrum,Yüzyüzeyken Konuşuruz,21350,https://open.spotify.com/track/7DarbtpxRUG5POF3ifwu61,2019,1,1,tr,0
65,66,Yalnız Çiçek,Aleyna Tilki,21116,https://open.spotify.com/track/4CCYUYAzFBvD2omNu9EGPI,2019,1,1,tr,0
66,67,Bohemian Rhapsody - Remastered 2011,Queen,21026,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,2019,1,1,tr,0
67,68,Düşün ki,Sancak,20750,https://open.spotify.com/track/58N360dQMsyXxgU8pA5vxb,2019,1,1,tr,0
68,69,Alo,Ezhel,20579,https://open.spotify.com/track/3hdXIz9eY9u5QoEUkBs5yN,2019,1,1,tr,0
69,70,Bileklerime Kadar Acıyo,İdo Tatlıses,20548,https://open.spotify.com/track/5MS3WBYfG0ESHzc6WnB9aZ,2019,1,1,tr,0
70,71,Lafügüzaf,Gökhan Türkmen,20531,https://open.spotify.com/track/3pZDZloBhUwlKA5O6JzXXa,2019,1,1,tr,0
71,72,Cambaz,mor ve ötesi,20481,https://open.spotify.com/track/2fMhwt77wUh3noEuedB3Nt,2019,1,1,tr,0
72,73,Kayboluyorum (Süt),Sedef Sebüktekin,20410,https://open.spotify.com/track/62RIgScHsRDWQHwBGVBvDF,2019,1,1,tr,0
73,74,Kimlerdensin,Ben Fero,20095,https://open.spotify.com/track/1psWA3Ebu3SuGtPuptaYjR,2019,1,1,tr,0
74,75,Ben Bazen,Simge,20060,https://open.spotify.com/track/27lKzu8eKwNUxtTUvSDpBN,2019,1,1,tr,0
75,76,Natural,Imagine Dragons,19984,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019,1,1,tr,0
76,77,Sandal,Yüzyüzeyken Konuşuruz,19899,https://open.spotify.com/track/7ouMGV7ScnMUGXKFGAGjXe,2019,1,1,tr,0
77,78,Loco,Yung Felix,19823,https://open.spotify.com/track/0DCxNJg7yquzAHORClrP3e,2019,1,1,tr,0
78,79,SAD!,XXXTENTACION,19814,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019,1,1,tr,0
79,80,rockstar (feat. 21 Savage),Post Malone,19577,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,1,1,tr,0
80,81,Mary Jane (Ilkay Şencan Remix),Burry Soprano,19186,https://open.spotify.com/track/4XE6trUWUlZqQ2wqrk0vJe,2019,1,1,tr,0
