Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
52,NASA,Ariana Grande,12405,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,2019,2,27,nz,0.737,0.461,6,-6.887,1,0.293,0.447,0,0.268,0.481,75.005,182000,4
53,bloodline,Ariana Grande,12354,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,2019,2,27,nz,0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976,216893,4
54,High Hopes,Panic! At The Disco,12015,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019,2,27,nz,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4
55,Drip Too Hard (Lil Baby & Gunna),Lil Baby,11973,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,2019,2,27,nz,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4
56,needy,Ariana Grande,11892,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,2019,2,27,nz,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,171573,4
57,Promises (with Sam Smith),Calvin Harris,11891,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,2,27,nz,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4
58,7 Minutes,Dean Lewis,11792,https://open.spotify.com/track/2BkyYZmU4JuWW2sYi9EzpC,2019,2,27,nz,0.613,0.739,10,-6.478,1,0.0311,0.526,0,0.149,0.712,104.966,211453,4
59,Undecided,Chris Brown,11772,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,2019,2,27,nz,0.441,0.527,3,-5.318,1,0.0966,0.172,0,0.233,0.589,96.37,187298,4
60,Taste (feat. Offset),Tyga,11743,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2019,2,27,nz,0.884,0.559,0,-7.442,1,0.12,0.0236,0,0.101,0.342,97.994,232959,4
61,Girls Like You (feat. Cardi B),Maroon 5,11665,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,2,27,nz,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4
62,Don't Call Me Up,Mabel,11488,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019,2,27,nz,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4
63,bad idea,Ariana Grande,11358,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,2019,2,27,nz,0.847,0.58,1,-5.316,1,0.0723,0.0276,0.0548,0.1,0.575,137.995,267107,4
64,Walk Me Home,P!nk,11307,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,2019,2,27,nz,0.652,0.453,1,-6.119,1,0.0445,0.0519,0,0.179,0.432,88.038,177391,3
65,Don’t Give It Up,Six60,11244,https://open.spotify.com/track/5YOqfElMeshCt5oRk4yAgx,2019,2,27,nz,0.851,0.478,7,-6.369,1,0.0385,0.0166,1.05e-05,0.245,0.583,109.981,201768,4
66,rockstar (feat. 21 Savage),Post Malone,11228,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2019,2,27,nz,0.587,0.535,5,-6.09,0,0.0898,0.117,6.56e-05,0.131,0.14,159.847,218147,4
67,So Close,NOTD,11079,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,2019,2,27,nz,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302,4
68,Lucid Dreams,Juice WRLD,11032,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2019,2,27,nz,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4
69,Faucet Failure,Ski Mask The Slump God,11015,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,2019,2,27,nz,0.935,0.552,10,-9.373,0,0.335,0.111,0,0.0952,0.615,99.993,145627,4
70,I Fall Apart,Post Malone,10973,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2019,2,27,nz,0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,4
71,6 Figures,Kings,10676,https://open.spotify.com/track/1Q8OgsmxcnoGev6T7KUenD,2019,2,27,nz,0.885,0.737,1,-6.468,1,0.0677,0.0061,0,0.592,0.496,89.977,200000,4
72,Let You Love Me,Rita Ora,10574,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019,2,27,nz,0.475,0.846,10,-3.344,1,0.283,0.275,0,0.0824,0.451,96.036,191120,4
73,Ruin My Life,Zara Larsson,10558,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2019,2,27,nz,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4
74,SAD!,XXXTENTACION,10357,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2019,2,27,nz,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
75,Wake Up in the Sky,Gucci Mane,10292,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,2019,2,27,nz,0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.367,0.367,143.01,203161,4
76,Leave Me Alone,Flipp Dinero,10157,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2019,2,27,nz,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,195637,4
77,Let Me Down Slowly,Alec Benjamin,10107,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019,2,27,nz,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,4
78,Money,Cardi B,9973,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,2019,2,27,nz,0.95,0.59,8,-6.508,0,0.29,0.00534,0,0.11,0.219,130.003,183527,4
79,fake smile,Ariana Grande,9870,https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ,2019,2,27,nz,0.45,0.619,9,-7.412,1,0.372,0.329,0,0.319,0.427,83.3,208880,4
80,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,9790,https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea,2019,2,27,nz,0.911,0.721,10,-4.833,0,0.28,0.0364,0,0.111,0.69,104.11,297546,4
81,I Like Me Better,Lauv,9747,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2019,2,27,nz,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
82,Closer,Six60,9743,https://open.spotify.com/track/1kpSmoMmNm3pcCU7MTTpoJ,2019,2,27,nz,0.527,0.732,0,-6.446,1,0.198,0.279,2.34e-05,0.154,0.656,91.453,196869,1
83,Psycho (feat. Ty Dolla $ign),Post Malone,9733,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2019,2,27,nz,0.739,0.559,8,-8.011,1,0.117,0.58,0,0.112,0.439,140.124,221440,4
84,Moonlight,XXXTENTACION,9685,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019,2,27,nz,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4
85,idontwannabeyouanymore,Billie Eilish,9671,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,2019,2,27,nz,0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163,203569,3
86,Don’t Forget Your Roots,Six60,9525,https://open.spotify.com/track/5mUiad5pDU1wFvIbtKgJKB,2019,2,27,nz,0.633,0.541,0,-8.201,1,0.0312,0.00115,0.000398,0.0752,0.406,145.964,232520,4
87,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,9524,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,2019,2,27,nz,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189487,4
88,Jocelyn Flores,XXXTENTACION,9506,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019,2,27,nz,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
89,Toto,Drax Project,9470,https://open.spotify.com/track/5JH1NuPiHEB0Wl03rLHNq7,2019,2,27,nz,0.781,0.755,10,-4.889,1,0.204,0.111,0,0.12,0.789,106.033,188820,4
90,ocean eyes,Billie Eilish,9464,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2019,2,27,nz,0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,0.157,144.828,200560,4
91,bellyache,Billie Eilish,9396,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,2019,2,27,nz,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4
92,In My Mind,Dynoro,9190,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,2,27,nz,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4
