Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
86,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,45456,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,2019,1,26,ca,0.753,0.686,1,-5.415,0,0.284,0.0677,0,0.193,0.886,132.055,194732,4
87,BAD!,XXXTENTACION,44563,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,2019,1,26,ca,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,4
88,Trampoline,SHAED,44123,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,2019,1,26,ca,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4
89,Ruin My Life,Zara Larsson,43773,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,2019,1,26,ca,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4
90,breathin,Ariana Grande,43680,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,2019,1,26,ca,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,4
91,Love Lies (with Normani),Khalid,42354,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,2019,1,26,ca,0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,201707,4
92,10 Freaky Girls (with 21 Savage),Metro Boomin,41962,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ,2019,1,26,ca,0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,208293,4
93,Lucky You (feat. Joyner Lucas),Eminem,41834,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,2019,1,26,ca,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,244679,4
94,Jocelyn Flores,XXXTENTACION,41776,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2019,1,26,ca,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
95,Yes Indeed,Lil Baby,41726,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,2019,1,26,ca,0.964,0.346,5,-9.309,0,0.53,0.035,0,0.108,0.562,119.958,142273,4
96,Faucet Failure,Ski Mask The Slump God,41269,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,2019,1,26,ca,0.935,0.552,10,-9.373,0,0.335,0.111,0,0.0952,0.615,99.993,145627,4
97,whoa (mind in awe),XXXTENTACION,41182,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,2019,1,26,ca,0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,157777,4
98,STARGAZING,Travis Scott,41116,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,2019,1,26,ca,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4
99,Anxiety (with Selena Gomez),Julia Michaels,40968,https://open.spotify.com/track/1XJ93XskwJf7PCyIVLbNBt,2019,1,26,ca,0.803,0.384,7,-6.522,1,0.179,0.571,0,0.194,0.503,141.924,210147,4
100,Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,40956,https://open.spotify.com/track/1NHlyKgtR4roNylOhidKSv,2019,1,26,ca,0.888,0.74,8,-5.363,1,0.238,0.00586,0,0.218,0.664,100.003,175711,4
1,7 rings,Ariana Grande,331809,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,2019,1,27,ca,0.725,0.321,1,-10.744,0,0.323,0.578,0,0.0884,0.319,70.142,178640,4
2,MIDDLE CHILD,J. Cole,278837,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019,1,27,ca,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4
3,Wow.,Post Malone,218580,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,1,27,ca,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,149520,4
